player_name,team,season,round,date,opponent,roll3_mean,roll5_mean,roll10_mean,roll5_std,roll10_std,lag1,games_history,tog_roll5_mean,cp_roll5_mean,up_roll5_mean,cl_roll5_mean,i50_roll5_mean,mg_roll5_mean,rest_days,opp_allow_disposals,opp_allow_kicks,opp_allow_handballs,opp_allow_cp,opp_allow_up,opp_allow_clearances,opp_allow_i50,opp_allow_mg,target_disposals
Will Ashcroft,Brisbane,2025,R6,2025-04-17,Magpies,29.333333333333332,26.6,26.6,5.128352561983234,5.128352561983234,31.0,5.0,81.4,10.8,16.6,6.2,3.2,294.4,5.0,355.8,209.4,146.4,131.1,215.3,38.2,48.4,5761.2,13.0
Will Ashcroft,Brisbane,2025,R7,2025-04-26,Saints,22.666666666666668,25.0,24.333333333333332,7.842193570679061,7.201851613763412,13.0,6.0,79.0,9.2,16.4,5.0,3.2,270.2,9.0,350.2,210.5,139.7,124.0,218.6,36.7,51.7,5677.2,35.0
Will Ashcroft,Brisbane,2025,R8,2025-05-04,Suns,26.333333333333332,27.2,25.857142857142858,8.955445270895245,7.7120808136449455,35.0,7.0,79.4,9.0,17.6,4.6,4.4,270.2,8.0,351.0,204.3,146.7,131.0,211.8,36.3,49.5,5956.6,34.0
Will Ashcroft,Brisbane,2025,R9,2025-05-11,Kangaroos,27.333333333333332,27.4,26.875,9.126883367283709,7.698562017861332,34.0,8.0,78.6,9.4,17.2,5.4,4.4,336.0,7.0,348.4,201.4,147.0,130.4,213.3,37.8,55.7,5776.2,26.0
Will Ashcroft,Brisbane,2025,R10,2025-05-18,Demons,31.666666666666668,27.8,26.77777777777778,8.983317872590282,7.207249436813218,26.0,9.0,79.8,9.6,17.4,5.2,3.8,279.2,7.0,361.6,214.0,147.7,124.3,227.0,35.8,49.1,5925.3,30.0
Will Ashcroft,Brisbane,2025,R11,2025-05-24,Hawks,30.0,27.6,27.1,8.905054744357274,6.871034209717712,30.0,10.0,81.0,9.6,17.4,5.0,4.2,292.6,6.0,344.7,204.4,140.3,131.9,202.7,39.9,51.4,5853.8,26.0
Will Ashcroft,Brisbane,2025,R12,2025-05-29,Bombers,27.333333333333332,30.2,27.6,4.266145801540309,6.552353266829662,26.0,11.0,81.8,11.2,18.2,6.2,4.8,309.6,5.0,376.6,222.2,154.4,127.5,242.9,35.3,54.6,5985.3,30.0
Will Ashcroft,Brisbane,2025,R13,2025-06-06,Crows,28.666666666666668,29.2,28.2,3.3466401061363023,6.460134157533676,30.0,12.0,82.0,12.4,16.6,6.8,4.2,318.2,8.0,342.6,203.0,139.6,135.0,199.0,40.1,50.9,5828.7,31.0
Will Ashcroft,Brisbane,2025,R14,2025-06-14,Giants,29.0,28.6,28.0,2.4083189157584592,6.324555320336759,31.0,13.0,82.4,11.8,16.8,6.6,4.4,289.0,8.0,343.5,200.8,142.7,133.0,202.8,38.9,55.8,5979.5,22.0
Will Ashcroft,Brisbane,2025,R15,2025-06-20,Cats,27.666666666666668,27.8,27.8,3.7682887362833544,6.4944420682440285,22.0,14.0,80.2,11.8,15.8,6.6,4.6,311.0,6.0,356.1,206.4,149.7,128.9,218.7,37.9,49.5,5757.5,28.0
Will Ashcroft,Brisbane,2025,R17,2025-07-05,Power,27.0,27.4,27.5,3.5777087639996634,6.398784606817489,28.0,15.0,79.2,11.6,16.0,6.6,4.4,303.0,15.0,353.0,211.2,141.8,137.0,205.6,40.1,55.0,6018.1,23.0
Will Ashcroft,Brisbane,2025,R18,2025-07-10,Blues,24.333333333333332,26.8,28.5,4.08656334834051,4.32691832858239,23.0,16.0,79.0,11.6,15.8,6.8,3.8,286.2,5.0,353.4,203.7,149.7,128.7,216.1,35.6,48.8,5830.4,29.0
Will Ashcroft,Brisbane,2025,R19,2025-07-18,Bulldogs,26.666666666666668,26.6,27.9,3.9115214431215892,3.6953424138441564,29.0,17.0,79.2,10.6,16.0,6.0,3.2,278.4,8.0,351.6,204.4,147.1,129.8,212.9,35.3,47.6,5662.2,26.0
Will Ashcroft,Brisbane,2025,R20,2025-07-26,Suns,26.0,25.6,27.1,3.0495901363953815,3.0349812373573437,26.0,18.0,78.2,9.8,15.4,5.4,3.0,286.0,8.0,351.0,204.3,146.7,131.0,211.8,36.3,49.5,5956.6,25.0
Will Ashcroft,Brisbane,2025,R21,2025-08-02,Magpies,26.666666666666668,26.2,27.0,2.3874672772626644,3.0912061651652345,25.0,19.0,81.2,10.2,15.8,5.4,3.2,309.6,7.0,355.8,209.4,146.4,131.1,215.3,38.2,48.4,5761.2,30.0
Will Ashcroft,Brisbane,2025,R22,2025-08-09,Swans,27.0,26.6,27.0,2.8809720581775866,3.0912061651652345,30.0,20.0,81.8,10.2,15.8,5.0,3.0,317.0,7.0,348.5,205.1,143.4,127.5,212.3,35.5,51.6,5763.7,31.0
Will Ashcroft,Brisbane,2025,R23,2025-08-15,Dockers,28.666666666666668,28.2,27.5,2.588435821108957,3.3082388735465345,31.0,21.0,83.2,8.6,18.6,4.0,4.2,415.6,6.0,350.4,209.0,141.3,133.6,209.3,37.1,49.1,5713.0,23.0
Will Ashcroft,Brisbane,2025,R24,2025-08-24,Hawks,28.0,27.0,26.8,3.391164991562634,3.457680661303984,23.0,22.0,83.8,8.2,18.2,3.8,4.6,383.6,9.0,344.7,204.4,140.3,131.9,202.7,39.9,51.4,5853.8,28.0
Will Ashcroft,Brisbane,2025,QF,2025-09-05,Cats,27.333333333333332,27.4,26.5,3.361547262794322,3.1710495984067415,28.0,23.0,86.6,8.4,19.0,4.2,5.0,389.4,12.0,356.1,206.4,149.7,128.9,218.7,37.9,49.5,5757.5,30.0
Will Ashcroft,Brisbane,2025,SF,2025-09-13,Suns,27.0,28.4,27.3,3.2093613071762426,2.9078437983419185,30.0,24.0,86.6,8.2,20.0,4.4,6.0,418.0,8.0,351.0,204.3,146.7,131.0,211.8,36.3,49.5,5956.6,28.0
Will Ashcroft,Brisbane,2025,PF,2025-09-20,Magpies,28.666666666666668,28.0,27.3,3.082207001484488,2.9078437983419185,28.0,25.0,85.6,9.6,18.4,5.2,6.8,443.8,7.0,355.8,209.4,146.4,131.1,215.3,38.2,48.4,5761.2,20.0
Will Ashcroft,Brisbane,2025,GF,2025-09-27,Cats,26.0,25.8,27.0,4.147288270665544,3.496029493900505,20.0,26.0,85.6,10.0,15.8,5.4,6.0,398.0,7.0,356.1,206.4,149.7,128.9,218.7,37.9,49.5,5757.5,32.0
Harry Sheezel,North Melbourne,2024,R4,2024-04-05,Lions,33.0,33.0,33.0,1.7320508075688772,1.7320508075688772,32.0,3.0,82.66666666666667,6.666666666666667,22.0,1.0,3.3333333333333335,599.3333333333334,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
Harry Sheezel,North Melbourne,2024,R5,2024-04-14,Cats,34.0,33.5,33.5,1.7320508075688772,1.7320508075688772,35.0,4.0,83.75,7.25,20.75,1.5,2.5,603.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
Harry Sheezel,North Melbourne,2024,R6,2024-04-21,Hawks,35.0,34.4,34.4,2.5099800796022267,2.5099800796022267,38.0,5.0,84.8,7.2,22.2,1.6,3.2,587.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Harry Sheezel,North Melbourne,2024,R7,2024-04-27,Crows,33.0,33.2,33.0,4.54972526643093,4.09878030638384,26.0,6.0,86.4,7.2,21.2,1.6,2.8,528.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Harry Sheezel,North Melbourne,2024,R8,2024-05-04,Saints,31.0,32.0,32.42857142857143,4.743416490252569,4.035556254807296,29.0,7.0,87.0,7.8,19.8,2.0,2.2,492.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Harry Sheezel,North Melbourne,2024,R9,2024-05-11,Suns,26.333333333333332,30.4,31.375,5.941380311005179,4.779046527738113,24.0,8.0,89.2,7.8,18.8,2.2,2.2,445.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Harry Sheezel,North Melbourne,2024,R10,2024-05-19,Bombers,24.666666666666668,27.6,30.22222222222222,6.5038450166036395,5.65194165260439,21.0,9.0,88.0,7.6,17.6,1.6,3.2,385.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Harry Sheezel,North Melbourne,2024,R11,2024-05-25,Power,25.666666666666668,26.4,30.4,4.277849927241488,5.358275012642698,32.0,10.0,86.0,7.8,16.8,1.8,3.2,374.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Harry Sheezel,North Melbourne,2024,R13,2024-06-08,Eagles,26.0,26.2,29.7,4.324349662087931,5.578729445153459,25.0,11.0,85.4,9.2,16.0,3.0,4.0,375.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Harry Sheezel,North Melbourne,2024,R14,2024-06-16,Magpies,29.0,26.4,29.2,4.505552130427524,5.266244708835067,30.0,12.0,85.0,9.8,15.6,3.0,4.6,369.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Harry Sheezel,North Melbourne,2024,R15,2024-06-22,Demons,24.333333333333332,25.2,27.8,5.890670590009257,6.214677966091423,18.0,13.0,83.8,10.4,14.2,2.8,4.6,355.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Harry Sheezel,North Melbourne,2024,R16,2024-06-29,Bulldogs,25.0,26.4,27.0,5.412947441089743,5.676462121975467,27.0,14.0,83.8,10.8,15.6,3.4,4.2,417.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Harry Sheezel,North Melbourne,2024,R17,2024-07-06,Suns,24.0,25.4,25.9,4.505552130427524,4.175324338699131,27.0,15.0,85.2,11.6,13.4,3.8,3.4,390.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
Harry Sheezel,North Melbourne,2024,R18,2024-07-13,Swans,29.666666666666668,27.4,26.8,6.18869937870632,5.072803301265814,35.0,16.0,85.6,12.0,14.8,4.4,3.2,372.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Harry Sheezel,North Melbourne,2024,R19,2024-07-21,Blues,30.333333333333332,27.2,26.8,6.099180272790763,5.072803301265814,29.0,17.0,84.4,11.0,16.2,5.0,3.0,361.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
Harry Sheezel,North Melbourne,2024,R20,2024-07-27,Cats,33.0,30.6,27.9,4.09878030638384,5.566766466171263,35.0,18.0,84.4,10.6,19.6,5.2,3.0,381.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Harry Sheezel,North Melbourne,2024,R21,2024-08-03,Tigers,33.333333333333336,32.4,29.4,4.09878030638384,5.521674464226309,36.0,19.0,84.6,13.6,19.2,6.4,3.2,336.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Harry Sheezel,North Melbourne,2024,R22,2024-08-10,Eagles,33.333333333333336,32.8,29.1,3.492849839314596,5.445691467165171,29.0,20.0,84.4,13.0,20.8,6.6,4.0,339.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Lachlan Ash,GWS,2024,R4,2024-04-07,Suns,16.666666666666668,16.666666666666668,16.666666666666668,9.71253485622231,9.71253485622231,6.0,3.0,72.0,4.333333333333333,12.0,0.3333333333333333,2.0,326.3333333333333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Lachlan Ash,GWS,2024,R5,2024-04-13,Saints,15.0,17.5,17.5,8.103497187428813,8.103497187428813,20.0,4.0,74.0,4.0,12.5,0.75,2.5,335.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Lachlan Ash,GWS,2024,R6,2024-04-20,Blues,17.333333333333332,19.2,19.2,7.981227975693966,7.981227975693966,26.0,5.0,75.0,4.6,13.6,0.6,2.4,339.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Lachlan Ash,GWS,2024,R7,2024-04-25,Lions,23.0,18.8,19.833333333333332,7.661592523751182,7.305249254246337,23.0,6.0,76.0,4.4,13.0,0.6,2.0,323.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Lachlan Ash,GWS,2024,R8,2024-05-04,Swans,22.666666666666668,18.8,19.714285714285715,7.661592523751182,6.676183683170242,19.0,7.0,75.2,3.6,13.4,0.4,1.8,320.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Lachlan Ash,GWS,2024,R9,2024-05-11,Bombers,20.0,21.2,19.5,3.271085446759225,6.2105900340811875,18.0,8.0,80.6,4.4,15.0,0.4,2.4,384.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Lachlan Ash,GWS,2024,R15,2024-06-22,Swans,19.333333333333332,21.4,19.666666666666668,3.2093613071762426,5.830951894845301,21.0,9.0,79.2,4.0,15.8,0.4,2.0,400.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Lachlan Ash,GWS,2024,R16,2024-06-29,Crows,19.666666666666668,20.2,19.7,1.9235384061671346,5.49848463972878,20.0,10.0,78.8,4.0,14.8,0.8,1.6,393.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Lachlan Ash,GWS,2024,R18,2024-07-14,Tigers,22.333333333333332,20.8,19.8,3.1144823004794873,5.6134758493389025,26.0,11.0,77.8,4.2,14.6,1.0,1.6,415.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Lachlan Ash,GWS,2024,R19,2024-07-20,Suns,22.333333333333332,21.2,20.0,2.949576240750525,5.617433182117573,21.0,12.0,78.4,4.8,14.6,1.4,1.8,439.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Lachlan Ash,GWS,2024,R20,2024-07-27,Demons,23.333333333333332,22.2,21.7,2.3874672772626644,2.7507574714370344,23.0,13.0,78.4,4.0,16.4,1.4,1.6,440.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Lachlan Ash,GWS,2024,R21,2024-08-04,Hawks,22.0,22.4,21.9,2.3021728866442674,2.685351208149711,22.0,14.0,78.6,4.6,15.8,1.0,1.2,405.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Lachlan Ash,GWS,2024,R22,2024-08-10,Lions,22.666666666666668,23.0,21.6,1.8708286933869707,2.3190036174568114,23.0,15.0,77.6,4.8,15.8,1.0,1.2,401.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Lachlan Ash,GWS,2024,R23,2024-08-17,Dockers,22.333333333333332,22.2,21.5,0.8366600265340756,2.273030282830976,22.0,16.0,77.4,4.6,15.6,1.0,1.2,345.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Lachlan Ash,GWS,2024,QF,2024-09-07,Swans,21.666666666666668,22.0,21.6,1.224744871391589,2.1705094128132942,20.0,17.0,77.2,4.6,15.4,0.6,1.0,322.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Lachlan Ash,GWS,2024,SF,2024-09-14,Lions,19.333333333333332,20.6,21.4,2.7928480087537886,2.590581230363393,16.0,18.0,76.6,5.6,12.8,0.8,0.6,284.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Harry Sheezel,North Melbourne,2026,R4,2026-04-03,Blues,34.666666666666664,34.666666666666664,34.666666666666664,4.725815626252609,4.725815626252609,33.0,3.0,79.0,10.0,24.333333333333332,4.333333333333333,5.333333333333333,474.6666666666667,6.0,365.8,211.2,154.5,129.8,225.0,35.0,61.8,6274.0,24.0
Will Ashcroft,Brisbane,2026,R4,2026-04-02,Magpies,27.333333333333332,27.333333333333332,27.333333333333332,5.507570547286102,5.507570547286102,31.0,3.0,82.0,10.0,15.333333333333334,7.333333333333333,4.333333333333333,270.6666666666667,5.0,406.0,249.2,156.8,128.2,267.5,33.5,60.0,6316.2,36.0
Jack Sinclair,St Kilda,2025,R4,2025-04-06,Power,29.0,29.0,29.0,9.643650760992955,9.643650760992955,40.0,3.0,83.33333333333333,6.0,17.333333333333332,2.3333333333333335,5.0,508.3333333333333,8.0,353.0,211.2,141.8,137.0,205.6,40.1,55.0,6018.1,25.0
Jack Sinclair,St Kilda,2025,R5,2025-04-13,Giants,30.0,28.0,28.0,8.12403840463596,8.12403840463596,25.0,4.0,83.25,6.5,15.5,2.5,4.75,516.0,7.0,343.5,200.8,142.7,133.0,202.8,38.9,55.8,5979.5,26.0
Jack Sinclair,St Kilda,2025,R6,2025-04-20,Bulldogs,30.333333333333332,27.6,27.6,7.092249290598858,7.092249290598858,26.0,5.0,84.2,6.8,15.0,2.8,4.6,521.2,7.0,351.6,204.4,147.1,129.8,212.9,35.3,47.6,5662.2,21.0
Jack Sinclair,St Kilda,2025,R7,2025-04-26,Lions,24.0,27.4,26.5,7.300684899377592,6.892024376045111,21.0,6.0,82.8,6.4,14.2,2.8,3.8,516.0,6.0,342.1,198.7,143.4,129.6,203.7,35.7,50.1,5889.8,29.0
Jack Sinclair,St Kilda,2025,R8,2025-05-02,Dockers,25.333333333333332,28.2,26.857142857142858,7.19027120489902,6.362090102803518,29.0,7.0,83.4,6.4,14.8,2.0,3.2,531.4,6.0,350.4,209.0,141.3,133.6,209.3,37.1,49.1,5713.0,20.0
Jack Sinclair,St Kilda,2025,R9,2025-05-09,Blues,23.333333333333332,24.2,26.0,3.7013511046643495,6.369570517030843,20.0,8.0,82.8,6.8,11.6,2.0,2.4,428.0,7.0,353.4,203.7,149.7,128.7,216.1,35.6,48.8,5830.4,26.0
Jack Sinclair,St Kilda,2025,R10,2025-05-18,Eagles,25.0,24.4,26.0,3.7815340802378077,5.958187643906492,26.0,9.0,83.4,7.0,12.2,1.8,2.6,397.6,9.0,372.5,218.6,153.9,136.5,230.4,42.0,57.2,6198.0,38.0
Jack Sinclair,St Kilda,2025,R11,2025-05-25,Suns,28.0,26.8,27.2,7.259476565152615,6.779052703405953,38.0,10.0,83.6,7.0,13.8,2.2,4.0,479.8,7.0,351.0,204.3,146.7,131.0,211.8,36.3,49.5,5956.6,29.0
Jack Sinclair,St Kilda,2025,R12,2025-06-01,Demons,31.0,28.4,27.9,6.5038450166036395,6.539622822966678,29.0,11.0,85.0,8.0,15.6,2.8,4.4,519.2,7.0,361.6,214.0,147.7,124.3,227.0,35.8,49.1,5925.3,25.0
Jack Sinclair,St Kilda,2025,R14,2025-06-12,Bulldogs,30.666666666666668,27.6,27.9,6.6558245169174945,6.539622822966678,25.0,12.0,85.2,7.6,14.8,3.0,4.4,499.2,11.0,351.6,204.4,147.1,129.8,212.9,35.3,47.6,5662.2,30.0
Jack Sinclair,St Kilda,2025,R15,2025-06-21,Magpies,28.0,29.6,26.9,5.128352561983234,5.087020520675908,30.0,13.0,86.6,7.2,16.2,3.2,4.8,589.2,9.0,355.8,209.4,146.4,131.1,215.3,38.2,48.4,5761.2,19.0
Jack Sinclair,St Kilda,2025,R16,2025-06-29,Dockers,24.666666666666668,28.2,26.3,6.978538528947161,5.657836257007719,19.0,14.0,86.2,6.0,15.8,3.4,4.2,584.2,8.0,350.4,209.0,141.3,133.6,209.3,37.1,49.1,5713.0,22.0
Jack Sinclair,St Kilda,2025,R17,2025-07-05,Hawks,23.666666666666668,25.0,25.9,4.636809247747852,5.820461990063827,22.0,15.0,86.8,4.8,14.2,2.2,3.0,486.0,6.0,344.7,204.4,140.3,131.9,202.7,39.9,51.4,5853.8,24.0
Jack Sinclair,St Kilda,2025,R18,2025-07-13,Swans,21.666666666666668,24.0,26.2,4.06201920231798,5.613475849338902,24.0,16.0,87.6,3.0,14.2,1.8,3.0,439.6,8.0,348.5,205.1,143.4,127.5,212.3,35.5,51.6,5763.7,22.0
Jack Sinclair,St Kilda,2025,R19,2025-07-20,Cats,22.666666666666668,23.4,25.5,4.09878030638384,5.66176258382101,22.0,17.0,87.8,2.8,14.8,1.6,3.6,434.8,7.0,356.1,206.4,149.7,128.9,218.7,37.9,49.5,5757.5,33.0
Jack Sinclair,St Kilda,2025,R20,2025-07-27,Demons,26.333333333333332,24.0,26.8,5.338539126015656,5.750362307426087,33.0,18.0,87.2,3.4,14.8,1.2,3.8,421.6,7.0,361.6,214.0,147.7,124.3,227.0,35.8,49.1,5925.3,32.0
Jack Sinclair,St Kilda,2025,R21,2025-08-03,Kangaroos,29.0,26.6,27.4,5.458937625582473,5.966573556070519,32.0,19.0,87.6,3.6,16.8,0.6,4.0,440.0,7.0,348.4,201.4,147.0,130.4,213.3,37.8,55.7,5776.2,26.0
Jack Sinclair,St Kilda,2025,R22,2025-08-09,Tigers,30.333333333333332,27.4,26.2,4.878524367060187,4.661902329879224,26.0,20.0,86.2,5.2,16.4,0.6,3.2,435.6,6.0,390.1,224.3,165.8,129.0,254.0,37.8,55.7,6079.2,30.0
